,Time,Hor_eye,Ver_eye
382,75316.7142809,75316.7200584,75316.7258354
383,75316.7316123,75316.7373899,75316.7431717
384,75316.7489487,75316.7547262,75316.7605032
385,75316.766285,75316.7720619,75316.7778389
386,75316.7836158,75316.7893934,75316.7951752
387,75316.8009521,75316.8067297,75316.8125066
388,75316.8182885,75316.824066,75316.829843
389,75316.8356199,75316.8413975,75316.8471793
390,75316.8529562,75316.8587338,75316.8645101
391,75316.8702919,75316.8760689,75316.8818465
392,75316.8876234,75316.8934003,75316.8991828
393,75316.9049597,75316.9107373,75316.9165142
394,75316.9222961,75316.928073,75316.9338506
395,75316.9396275,75316.9454093,75316.9511869
396,75316.9569632,75316.9627401,75316.9685177
397,75316.9742995,75316.9800765,75316.985854
398,75316.991631,75316.9974128,75317.0031904
399,75317.0089673,75317.0147442,75317.0205218
400,75317.0263036,75317.0320806,75317.0378581
401,75317.0436351,75317.0494163,75317.0551938
402,75317.0609708,75317.0667477,75317.0725253
403,75317.0783071,75317.0840841,75317.0898616
404,75317.0956386,75317.1014204,75317.107198
405,75317.1129749,75317.1187518,75317.1245343
406,75317.1303112,75317.1360882,75317.1418651
407,75317.147642,75317.1534239,75317.1592014
408,75317.1649784,75317.1707553,75317.1765378
409,75317.1823147,75317.1880916,75317.1938692
410,75317.1996461,75317.205428,75317.2112049
411,75317.2169825,75317.2227594,75317.2285419
412,75317.2343182,75317.2400951,75317.2458721
413,75317.2516496,75317.2574315,75317.2632084
414,75317.268986,75317.2747629,75317.2805447
415,75317.2863223,75317.2920992,75317.2978762
416,75317.3036586,75317.3094356,75317.3152125
417,75317.3209901,75317.3267664,75317.3325482
418,75317.3383258,75317.3441027,75317.3498796
419,75317.3556621,75317.361439,75317.367216
420,75317.3729935,75317.3787705,75317.3845523
421,75317.3903299,75317.3961068,75317.4018838
422,75317.4076662,75317.4134431,75317.4192195
423,75317.424997,75317.430774,75317.4365558
424,75317.4423334,75317.4481103,75317.4538872
425,75317.4596697,75317.4654466,75317.4712236
426,75317.4770011,75317.482783,75317.4885599
427,75317.4943375,75317.5001144,75317.5058913
428,75317.5116732,75317.5174501,75317.523227
429,75317.5290046,75317.5347864,75317.5405634
430,75317.5463409,75317.5521179,75317.5578948
431,75317.5636773,75317.5694542,75317.5752312
432,75317.5810081,75317.5867905,75317.5925675
433,75317.5983444,75317.6041214,75317.6098983
434,75317.6156801,75317.6214577,75317.6272346
435,75317.6330116,75317.638794,75317.644571
436,75317.6503479,75317.6561255,75317.6619073
437,75317.6676842,75317.6734618,75317.6792387
438,75317.6850157,75317.6907981,75317.6965744
439,75317.7023514,75317.7081289,75317.7139108
440,75317.7196877,75317.7254653,75317.7312422
441,75317.7370192,75317.7428016,75317.7485785
442,75317.7543555,75317.7601331,75317.7659149
443,75317.7716918,75317.7774694,75317.7832463
444,75317.7890226,75317.7948051,75317.800582
445,75317.806359,75317.8121365,75317.8179184
446,75317.8236953,75317.8294729,75317.8352498
447,75317.8410316,75317.8468092,75317.8525861
448,75317.8583631,75317.8641406,75317.8699225
449,75317.8756994,75317.8814763,75317.8872533
450,75317.8930351,75317.8988127,75317.9045896
451,75317.9103666,75317.9161435,75317.9219259
452,75317.9277029,75317.9623707,75317.9681476
453,75317.9739294,75317.9797064,75317.9854833
454,75317.9912609,75317.9970427,75318.0028196
455,75318.0085972,75318.0143741,75318.020156
456,75318.0259335,75318.0317105,75318.0374874
457,75318.043265,75318.0490468,75318.0548237
458,75318.0606013,75318.0663776,75318.0721594
459,75318.077937,75318.0837139,75318.0894909
460,75318.0952685,75318.1010503,75318.1068272
461,75318.1126048,75318.1183817,75318.1241635
462,75318.1299411,75318.1357181,75318.141495
463,75318.1472726,75318.1530544,75318.1588307
464,75318.1646083,75318.1703852,75318.176167
465,75318.1819446,75318.1877215,75318.1934985
466,75318.1992809,75318.2050579,75318.2108348
467,75318.2166124,75318.2223893,75318.2281711
468,75318.2339487,75318.2397256,75318.2455026
469,75318.2512838,75318.2570613,75318.2628383
470,75318.2686158,75318.2743928,75318.2801746
471,75318.2859516,75318.2917291,75318.2975061
472,75318.3032879,75318.3090654,75318.3148424
473,75318.3206193,75318.3263969,75318.3321787
474,75318.3379563,75318.3437326,75318.3495095
475,75318.3552914,75318.3610689,75318.3668459
476,75318.3726228,75318.3784004,75318.3841822
477,75318.3899591,75318.3957367,75318.4015136
478,75318.4072955,75318.413073,75318.41885
479,75318.4246269,75318.4304094,75318.4361857
480,75318.4419626,75318.4477402,75318.4535171
481,75318.4592989,75318.4650765,75318.4708535
